STUDY_ID	SAMPLE_ID	HLA-A	HLA-B	HLA-C
brca_tcga_pub	TCGA-BH-A0BR-01	0.1132	0.7151	0.1126
brca_tcga_pub	TCGA-BH-A0BS-01	1.3087	0.9211	1.4687
brca_tcga_pub	TCGA-BH-A0BT-01	0.456	0.1246	0.5259
brca_tcga_pub	TCGA-BH-A0C1-01	0.3528	0.6445	0.5044
brca_tcga_pub	TCGA-BH-A0DE-01	-0.0463	0.1142	0.0544
brca_tcga_pub	TCGA-BH-A0DG-01	0.1777	-0.1348	0.1849
brca_tcga_pub	TCGA-BH-A0DI-01	0.8336	0.4784	0.3547
brca_tcga_pub	TCGA-BH-A0DO-01	-1.1252	-0.7352	-1.1267
brca_tcga_pub	TCGA-BH-A0DT-01	-0.5261	-0.4933	-0.2679
brca_tcga_pub	TCGA-BH-A0DX-01	0.071	0.188	0.0628
brca_tcga_pub	TCGA-BH-A0E9-01	-0.7808	-0.073	-1.0055
brca_tcga_pub	TCGA-BH-A0EI-01	0.7004	0.4865	0.4168
brca_tcga_pub	TCGA-BH-A0H3-01	0.9154	0.8645	1.6539
brca_tcga_pub	TCGA-BH-A0H5-01	1.6935	1.5525	1.8347
brca_tcga_pub	TCGA-BH-A0HA-01	-0.0461	-0.4685	-0.4226
brca_tcga_pub	TCGA-BH-A0W4-01	-0.7268	-0.829	-0.7848
brca_tcga_pub	TCGA-BH-A0W5-01	-0.1402	0.5973	-0.3339
brca_tcga_pub	TCGA-BH-A0W7-01	0.2089	0.8844	0.5843
brca_tcga_pub	TCGA-BH-A18H-01	2.0501	1.3296	1.6534
brca_tcga_pub	TCGA-BH-A18I-01	1.006	1.0874	1.0121
brca_tcga_pub	TCGA-C8-A12N-01	0.4341	0.0119	-0.1844
brca_tcga_pub	TCGA-C8-A12O-01	-0.3741	-0.1685	-0.1651
brca_tcga_pub	TCGA-C8-A12Y-01	-0.2786	0.3785	0.099
brca_tcga_pub	TCGA-C8-A132-01	0.0684	0.6982	-0.1502
brca_tcga_pub	TCGA-C8-A133-01	2.1077	1.8941	2.726
brca_tcga_pub	TCGA-C8-A1HI-01	-0.8488	-0.8632	-0.5531
brca_tcga_pub	TCGA-D8-A141-01	0.8991	0.8711	0.7002
brca_tcga_pub	TCGA-E2-A14Q-01	-0.177	0.1406	0.1408
brca_tcga_pub	TCGA-E2-A14T-01	-0.9506	-1.2104	-1.3588
brca_tcga_pub	TCGA-E2-A14Z-01	0.4958	0.7279	0.7693
brca_tcga_pub	TCGA-E2-A153-01	0.8367	0.1912	0.6909
brca_tcga_pub	TCGA-E2-A154-01	-1.5063	-1.6477	-1.9517
brca_tcga_pub	TCGA-E2-A156-01	-1.4813	-1.7808	-1.4949
brca_tcga_pub	TCGA-E2-A15C-01	-0.7915	-0.2244	-0.1671
brca_tcga_pub	TCGA-E2-A15D-01	-0.9978	-0.642	-0.9269
brca_tcga_pub	TCGA-E2-A15E-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A15F-01	-1.0063	-1.2692	-0.5895
brca_tcga_pub	TCGA-E2-A15G-01	-0.7194	-1.1991	-1.1306
brca_tcga_pub	TCGA-E2-A15H-01	0.1105	-0.1941	-0.5434
brca_tcga_pub	TCGA-E2-A15I-01	0.2761	0.659	0.8305
brca_tcga_pub	TCGA-E2-A15J-01	-1.0708	-1.4186	-1.2218
brca_tcga_pub	TCGA-E2-A15O-01	-0.825	-0.734	-1.1784
brca_tcga_pub	TCGA-E2-A15P-01	-0.2595	0.4794	0.2739
brca_tcga_pub	TCGA-E2-A15R-01	-2.8719	-2.3467	-2.8289
brca_tcga_pub	TCGA-E2-A1B1-01	1.768	1.8653	1.035
brca_tcga_pub	TCGA-E2-A1B4-01	-0.9083	-0.7468	-0.1975
brca_tcga_pub	TCGA-E2-A1B6-01	0.7314	1.0141	1.037
brca_tcga_pub	TCGA-E2-A1BC-01	-0.3216	-0.2888	-0.4931
brca_tcga_pub	TCGA-E2-A1BD-01	0.2342	-0.6105	0.2497
brca_tcga_pub	TCGA-A2-A0SV-01	0.7925	1.3438	0.9088
brca_tcga_pub	TCGA-AO-A03O-01	0.9192	0.863	1.2659
brca_tcga_pub	TCGA-A2-A0SW-01	0.4073	0.3438	0.4379
brca_tcga_pub	TCGA-B6-A0WW-01	0.0434	-0.5179	0.1021
brca_tcga_pub	TCGA-BH-A18J-01	0.0452	0.1268	0.2621
brca_tcga_pub	TCGA-BH-A18L-01	1.226	0.8155	1.3248
brca_tcga_pub	TCGA-A8-A06X-01	0.7601	0.4979	0.7803
brca_tcga_pub	TCGA-B6-A0IC-01	-0.8155	-0.0319	-0.4397
brca_tcga_pub	TCGA-BH-A18U-01	-0.16	-0.1186	0.2308
brca_tcga_pub	TCGA-BH-A1EW-01	0.4184	0.0426	0.6967
brca_tcga_pub	TCGA-AR-A0TY-01	-1.7271	-2.3246	-1.9048
brca_tcga_pub	TCGA-B6-A0X5-01	1.0597	0.5212	0.6132
brca_tcga_pub	TCGA-B6-A0WV-01	-1.5032	-1.4109	-0.8647
brca_tcga_pub	TCGA-B6-A0RL-01	-1.0149	-0.4281	-0.6273
brca_tcga_pub	TCGA-AR-A0U2-01	-0.374	-0.4665	-0.5407
brca_tcga_pub	TCGA-B6-A0IB-01	-0.9225	-0.782	-0.2539
brca_tcga_pub	TCGA-AO-A0J7-01	-1.954	-1.7842	-2.1661
brca_tcga_pub	TCGA-AO-A0J3-01	-0.9959	-0.5583	-0.5245
brca_tcga_pub	TCGA-D8-A13Y-01	-1.455	-1.4638	-1.1428
brca_tcga_pub	TCGA-A7-A13F-01	-0.1905	-1.4604	-1.3701
brca_tcga_pub	TCGA-BH-A0HU-01	-0.3187	-0.2645	-0.1826
brca_tcga_pub	TCGA-D8-A140-01	0.1446	-0.1939	-0.0468
brca_tcga_pub	TCGA-A7-A0CJ-01	-0.5276	-0.6282	-0.1622
brca_tcga_pub	TCGA-AQ-A04H-01	-1.1175	-1.2375	-1.3487
brca_tcga_pub	TCGA-BH-A0H0-01	-1.4716	-1.5832	-1.6642
brca_tcga_pub	TCGA-BH-A0BD-01	1.7315	1.1846	1.1945
brca_tcga_pub	TCGA-A2-A0T3-01	-0.4986	-0.8317	-0.8474
brca_tcga_pub	TCGA-A2-A0T4-01	0.3027	0.4486	-0.223
brca_tcga_pub	TCGA-A2-A0YH-01	1.0686	1.3441	0.8121
brca_tcga_pub	TCGA-A2-A0YG-01	0.0934	0.2198	0.4782
brca_tcga_pub	TCGA-A2-A0EY-01	-0.7023	-0.4739	-0.6137
brca_tcga_pub	TCGA-A2-A0D4-01	-1.643	-1.7094	-2.101
brca_tcga_pub	TCGA-BH-A0AY-01	0.0688	0.034	-0.1305
brca_tcga_pub	TCGA-E2-A107-01	-1.5988	-1.7712	-1.3999
brca_tcga_pub	TCGA-AO-A0JI-01	-1.5663	-0.5514	0.3678
brca_tcga_pub	TCGA-E2-A10C-01	0.4951	0.8871	1.4671
brca_tcga_pub	TCGA-E2-A10A-01	0.6232	0.299	0.4628
brca_tcga_pub	TCGA-BH-A0C0-01	0.9495	0.7009	0.5417
brca_tcga_pub	TCGA-E2-A109-01	0.4199	0.173	0.0345
brca_tcga_pub	TCGA-AO-A0JC-01	1.1296	1.3389	1.2497
brca_tcga_pub	TCGA-BH-A0HW-01	-1.4483	-1.1656	-1.9267
brca_tcga_pub	TCGA-AO-A0JD-01	-0.2941	-0.2918	-0.571
brca_tcga_pub	TCGA-AO-A0JM-01	0.8173	0.7242	0.7155
brca_tcga_pub	TCGA-A2-A0CW-01	-0.5176	0.0052	0.64
brca_tcga_pub	TCGA-A2-A0ER-01	-0.5579	-0.3021	-0.6734
brca_tcga_pub	TCGA-A2-A0CT-01	-0.621	-0.6262	-0.8539
brca_tcga_pub	TCGA-AO-A12B-01	0.1398	1.1915	1.021
brca_tcga_pub	TCGA-A2-A04R-01	-2.1627	-1.7859	-1.6752
brca_tcga_pub	TCGA-B6-A0IM-01	-0.0117	-0.3058	0.0017
brca_tcga_pub	TCGA-AO-A03P-01	0.1587	0.0657	-0.1705
brca_tcga_pub	TCGA-A1-A0SM-01	-0.2778	0.1969	-0.3562
brca_tcga_pub	TCGA-A8-A06N-01	-0.343	0.0837	-0.3759
brca_tcga_pub	TCGA-A8-A06O-01	-0.0747	-0.0167	-0.0174
brca_tcga_pub	TCGA-A8-A06Q-01	-2.5707	-1.8903	-1.8428
brca_tcga_pub	TCGA-A8-A06R-01	0.4424	0.1878	0.3374
brca_tcga_pub	TCGA-A8-A06Z-01	-1.0608	-1.0391	-0.9716
brca_tcga_pub	TCGA-A8-A079-01	-1.4627	-0.8391	-1.0666
brca_tcga_pub	TCGA-A8-A07L-01	-1.121	-1.4643	-1.2232
brca_tcga_pub	TCGA-A8-A07S-01	-0.4029	-0.2121	-0.3235
brca_tcga_pub	TCGA-A8-A07W-01	-0.3061	-0.2852	-0.1462
brca_tcga_pub	TCGA-A8-A07Z-01	1.6465	1.6391	1.4453
brca_tcga_pub	TCGA-A8-A082-01	0.165	0.016	0.0453
brca_tcga_pub	TCGA-A8-A084-01	0.8798	1.2196	1.3286
brca_tcga_pub	TCGA-A8-A085-01	-2.1509	-1.5667	-2.0761
brca_tcga_pub	TCGA-A8-A08F-01	-0.2565	0.0283	-0.2965
brca_tcga_pub	TCGA-A8-A08G-01	0.867	1.0938	0.2225
brca_tcga_pub	TCGA-A8-A08I-01	2.458	2.068	2.2056
brca_tcga_pub	TCGA-A8-A08P-01	0.9226	0.6696	0.9534
brca_tcga_pub	TCGA-A8-A095-01	-0.2975	-0.3486	-0.5009
brca_tcga_pub	TCGA-A8-A096-01	0.9253	1.2063	0.9289
brca_tcga_pub	TCGA-A8-A097-01	1.0004	1.1226	0.7619
brca_tcga_pub	TCGA-A8-A09C-01	-1.9217	-1.7168	-1.9696
brca_tcga_pub	TCGA-A8-A09D-01	-0.6664	-0.2212	-0.2834
brca_tcga_pub	TCGA-A8-A09I-01	1.3731	1.0483	1.5045
brca_tcga_pub	TCGA-A8-A09M-01	-0.0097	0.6967	0.4036
brca_tcga_pub	TCGA-A8-A09N-01	0.4183	0.6248	0.4003
brca_tcga_pub	TCGA-A8-A09Q-01	-0.5472	-0.2089	-0.8062
brca_tcga_pub	TCGA-A8-A09R-01	1.5051	1.3901	1.4318
brca_tcga_pub	TCGA-A8-A09W-01	-0.5083	-0.8548	-0.6987
brca_tcga_pub	TCGA-A8-A09Z-01	3.0863	2.4593	2.3001
brca_tcga_pub	TCGA-A8-A0A9-01	-0.2693	0.2104	-0.3446
brca_tcga_pub	TCGA-A8-A0AB-01	-3.003	-2.6984	-3.2888
brca_tcga_pub	TCGA-AN-A03Y-01	-1.1605	-0.7638	-1.3618
brca_tcga_pub	TCGA-AN-A041-01	-0.1637	-0.6331	-0.5031
brca_tcga_pub	TCGA-AN-A049-01	-0.2799	0.162	0.3396
brca_tcga_pub	TCGA-AN-A0AJ-01	0.4944	0.0202	0.3149
brca_tcga_pub	TCGA-AN-A0AK-01	-0.8971	-0.7155	-1.1796
brca_tcga_pub	TCGA-AN-A0AM-01	0.3858	1.0117	1.1696
brca_tcga_pub	TCGA-AN-A0AS-01	-0.0687	-0.4864	-0.1947
brca_tcga_pub	TCGA-AN-A0FF-01	0.7557	0.8079	0.3712
brca_tcga_pub	TCGA-AN-A0FK-01	-0.5387	0.1009	0.2378
brca_tcga_pub	TCGA-AN-A0FY-01	-0.7057	-0.6555	-0.5299
brca_tcga_pub	TCGA-AN-A0XR-01	0.7177	1.0953	1.0457
brca_tcga_pub	TCGA-AN-A0XW-01	0.7887	0.9371	0.801
brca_tcga_pub	TCGA-AR-A0TQ-01	0.6305	0.7757	0.74
brca_tcga_pub	TCGA-AR-A0TT-01	1.1448	1.0584	0.9852
brca_tcga_pub	TCGA-AR-A0TV-01	0.7047	0.6881	0.4459
brca_tcga_pub	TCGA-AR-A0TZ-01	-0.97	-0.829	-1.1814
brca_tcga_pub	TCGA-AR-A0U3-01	-0.6905	-0.5632	-0.1154
brca_tcga_pub	TCGA-AR-A1AV-01	1.2769	1.4369	1.1439
brca_tcga_pub	TCGA-BH-A0AU-01	-0.4254	-0.2222	-0.2708
brca_tcga_pub	TCGA-BH-A0B5-01	0.4195	0.3382	-0.1126
brca_tcga_pub	TCGA-BH-A0BF-01	1.5232	1.0916	0.3971
brca_tcga_pub	TCGA-BH-A0BZ-01	1.7416	1.6362	1.2712
brca_tcga_pub	TCGA-BH-A0C3-01	0.2152	0.2501	-0.4934
brca_tcga_pub	TCGA-BH-A0C7-01	0.3401	0.6329	0.1975
brca_tcga_pub	TCGA-BH-A0DD-01	0.1239	0.2722	0.672
brca_tcga_pub	TCGA-BH-A0W3-01	-0.809	-1.4218	-0.2643
brca_tcga_pub	TCGA-BH-A18F-01	-0.1539	0.2311	-0.2406
brca_tcga_pub	TCGA-C8-A12M-01	-0.2348	-0.1811	-0.4742
brca_tcga_pub	TCGA-C8-A12U-01	1.3491	0.5987	1.0778
brca_tcga_pub	TCGA-C8-A12W-01	-0.3039	-0.5489	-0.5075
brca_tcga_pub	TCGA-C8-A12X-01	2.173	2.224	1.903
brca_tcga_pub	TCGA-C8-A1HG-01	0.7268	1.0678	1.3934
brca_tcga_pub	TCGA-C8-A1HL-01	-0.3372	-0.7793	-0.8596
brca_tcga_pub	TCGA-C8-A1HM-01	1.7675	1.3621	1.5216
brca_tcga_pub	TCGA-C8-A1HN-01	-1.1906	-1.0138	-0.8043
brca_tcga_pub	TCGA-E2-A14O-01	-1.5769	-1.7067	-1.5933
brca_tcga_pub	TCGA-E2-A14S-01	-0.7557	-0.8806	-0.7949
brca_tcga_pub	TCGA-E2-A14W-01	-1.4051	-1.5187	-1.0431
brca_tcga_pub	TCGA-E2-A155-01	-2.1582	-1.5143	-1.9812
brca_tcga_pub	TCGA-E2-A15A-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A15K-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A15L-01	-0.9906	-0.7606	-0.8562
brca_tcga_pub	TCGA-E2-A15M-01	1.652	1.6477	1.6228
brca_tcga_pub	TCGA-E2-A15S-01	-2.3669	-1.6346	-2.2698
brca_tcga_pub	TCGA-E2-A15T-01	-1.2045	-1.7011	-2.1797
brca_tcga_pub	TCGA-AO-A03U-01	0.5058	0.6452	0.7431
brca_tcga_pub	TCGA-B6-A0IE-01	-1.633	-2.0675	-1.7201
brca_tcga_pub	TCGA-A2-A0YK-01	0.8592	1.0705	0.7221
brca_tcga_pub	TCGA-E2-A108-01	0.8309	1.3488	0.8856
brca_tcga_pub	TCGA-AO-A0JB-01	-1.2986	-1.5411	-0.9503
brca_tcga_pub	TCGA-AO-A03R-01	-0.8767	-0.921	-0.8917
brca_tcga_pub	TCGA-AO-A03T-01	0.968	0.5776	1.3105
brca_tcga_pub	TCGA-AR-A1AO-01	1.7224	0.6846	1.3182
brca_tcga_pub	TCGA-A2-A0YT-01	-0.9083	-0.6666	0.1515
brca_tcga_pub	TCGA-AQ-A0Y5-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P8-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LK-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1EY-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1F8-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1F2-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FD-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FH-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A203-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FM-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1EX-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FL-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A208-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2D9-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FJ-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1EN-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FN-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FU-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FE-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A204-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1F5-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A256-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1F6-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FC-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FB-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FG-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A209-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A1FR-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KS-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A13G-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JS-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A0DC-01	-3.2084	-3.0353	-3.518
brca_tcga_pub	TCGA-D8-A1JT-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26E-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JH-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JU-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KO-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KT-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A0J5-01	-0.3344	-0.2231	-0.3966
brca_tcga_pub	TCGA-B6-A1KC-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KQ-01	NA	NA	NA
brca_tcga_pub	TCGA-B6-A1KI-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KP-01	NA	NA	NA
brca_tcga_pub	TCGA-B6-A1KF-01	NA	NA	NA
brca_tcga_pub	TCGA-B6-A1KN-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XO-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XT-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SP-01	-0.5391	-0.3644	-0.6752
brca_tcga_pub	TCGA-D8-A1J8-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JF-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JG-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XS-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SB-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SF-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SG-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SI-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SN-01	NA	NA	NA
brca_tcga_pub	TCGA-A1-A0SQ-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1FV-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1FW-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1FX-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1FZ-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1G0-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1G1-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1G4-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A1G6-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A259-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25A-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25B-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25C-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25D-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25E-01	NA	NA	NA
brca_tcga_pub	TCGA-A2-A25F-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26F-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26G-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26H-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26I-01	NA	NA	NA
brca_tcga_pub	TCGA-A7-A26J-01	NA	NA	NA
brca_tcga_pub	TCGA-A8-A08S-01	1.0031	1.6891	1.3432
brca_tcga_pub	TCGA-A8-A09E-01	0.1631	0.8436	0.5982
brca_tcga_pub	TCGA-A8-A09K-01	-0.731	0.0456	-0.7571
brca_tcga_pub	TCGA-AC-A23C-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A23E-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A23H-01	NA	NA	NA
brca_tcga_pub	TCGA-AO-A1KR-01	NA	NA	NA
brca_tcga_pub	TCGA-AQ-A1H2-01	NA	NA	NA
brca_tcga_pub	TCGA-AQ-A1H3-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24H-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24K-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24L-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24M-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24N-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24O-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24P-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24Q-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24R-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24S-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24T-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24U-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24V-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24X-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24Z-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A250-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A251-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A252-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A254-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A255-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A0B2-01	1.3185	1.7174	1.4642
brca_tcga_pub	TCGA-BH-A0DV-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A201-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A202-01	NA	NA	NA
brca_tcga_pub	TCGA-BH-A28Q-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A1HE-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A1HJ-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A1HK-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A1HO-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A26V-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A26W-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A26X-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A26Y-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A26Z-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A273-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A274-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A275-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A278-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A27A-01	NA	NA	NA
brca_tcga_pub	TCGA-C8-A27B-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A146-01	0.153	0.0325	-0.1373
brca_tcga_pub	TCGA-D8-A1J9-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JA-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JB-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JC-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JD-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JE-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JI-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JJ-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JK-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JL-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JM-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JN-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1JP-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1X5-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1X6-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1X7-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1X8-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1X9-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XA-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XB-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XC-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XD-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XF-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XG-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XJ-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XK-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XL-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XM-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XQ-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XR-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XU-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XV-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XW-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XY-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1XZ-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1Y0-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1Y1-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1Y2-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A1Y3-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27E-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27F-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27G-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27H-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27I-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27K-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27L-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27M-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27N-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27P-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27R-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27T-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27V-01	NA	NA	NA
brca_tcga_pub	TCGA-D8-A27W-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IE-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IF-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IG-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IH-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1II-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IJ-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IK-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IL-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IN-01	NA	NA	NA
