STUDY_ID	SAMPLE_ID	CD274
brca_tcga	TCGA-A8-A084-01	0.012
brca_tcga	TCGA-A8-A085-01	-0.6411
brca_tcga	TCGA-A8-A086-01	-0.2975
brca_tcga	TCGA-A8-A08A-01	-0.468
brca_tcga	TCGA-A8-A08B-01	0.5384
brca_tcga	TCGA-A8-A08C-01	-0.417
brca_tcga	TCGA-A8-A08F-01	0.729
brca_tcga	TCGA-A8-A08G-01	-0.22
brca_tcga	TCGA-A8-A08H-01	0.1191
brca_tcga	TCGA-A8-A08I-01	5.6367
brca_tcga	TCGA-A8-A08J-01	-0.1793
brca_tcga	TCGA-A8-A08L-01	0.001
brca_tcga	TCGA-A8-A08P-01	0.8764
brca_tcga	TCGA-A8-A08T-01	-0.2648
brca_tcga	TCGA-A8-A08X-01	0.1442
brca_tcga	TCGA-A8-A08Z-01	0.6159
brca_tcga	TCGA-A8-A090-01	-0.047
brca_tcga	TCGA-A8-A091-01	-0.4935
brca_tcga	TCGA-A8-A092-01	-0.3207
brca_tcga	TCGA-A8-A093-01	-0.1526
brca_tcga	TCGA-A8-A094-01	1.0886
brca_tcga	TCGA-A8-A095-01	-0.4946
brca_tcga	TCGA-A8-A096-01	1.5255
brca_tcga	TCGA-A8-A099-01	-0.2877
brca_tcga	TCGA-A8-A09A-01	-0.11
brca_tcga	TCGA-A8-A09B-01	-0.2523
brca_tcga	TCGA-A8-A09C-01	-0.5782
brca_tcga	TCGA-A8-A09D-01	-0.306
brca_tcga	TCGA-A8-A09E-01	-0.3356
brca_tcga	TCGA-A8-A09G-01	0.1538
brca_tcga	TCGA-A8-A09K-01	-0.0417
brca_tcga	TCGA-A8-A09M-01	0.1613
brca_tcga	TCGA-A8-A09N-01	-0.4684
brca_tcga	TCGA-A8-A09Q-01	0.205
brca_tcga	TCGA-A8-A09R-01	0.8813
brca_tcga	TCGA-A8-A09T-01	-0.3052
brca_tcga	TCGA-A8-A09W-01	-0.5221
brca_tcga	TCGA-A8-A09X-01	0.3013
brca_tcga	TCGA-A8-A09Z-01	1.7792
brca_tcga	TCGA-A8-A0A1-01	2.1384
brca_tcga	TCGA-A8-A0A4-01	-0.1143
brca_tcga	TCGA-A8-A0A7-01	1.4878
brca_tcga	TCGA-A8-A0A9-01	0.4189
brca_tcga	TCGA-AN-A03X-01	-0.6383
brca_tcga	TCGA-AN-A03Y-01	-0.5474
brca_tcga	TCGA-AN-A049-01	-0.4363
brca_tcga	TCGA-AN-A0AJ-01	0.4294
brca_tcga	TCGA-AN-A0AK-01	-0.4049
brca_tcga	TCGA-AN-A0AL-01	-0.4771
brca_tcga	TCGA-AN-A0AR-01	-0.6079
brca_tcga	TCGA-AN-A0AS-01	-0.548
brca_tcga	TCGA-AN-A0FJ-01	-0.5256
brca_tcga	TCGA-AN-A0FV-01	-0.5694
brca_tcga	TCGA-AO-A03O-01	0.3559
brca_tcga	TCGA-AO-A03P-01	-0.5068
brca_tcga	TCGA-BH-A0AY-01	-0.3481
brca_tcga	TCGA-BH-A0B4-01	-0.0472
brca_tcga	TCGA-BH-A0BV-01	-0.3062
brca_tcga	TCGA-BH-A0DZ-01	0.1612
brca_tcga	TCGA-A2-A04P-01	-0.0923
brca_tcga	TCGA-A2-A04Q-01	2.4995
brca_tcga	TCGA-A2-A04T-01	0.2541
brca_tcga	TCGA-A2-A04V-01	-0.5532
brca_tcga	TCGA-A2-A04X-01	0.3738
brca_tcga	TCGA-A2-A04Y-01	-0.3558
brca_tcga	TCGA-A2-A0CM-01	3.177
brca_tcga	TCGA-A2-A0CP-01	-0.4774
brca_tcga	TCGA-A2-A0CQ-01	-0.4554
brca_tcga	TCGA-A2-A0CU-01	-0.1935
brca_tcga	TCGA-A2-A0D1-01	-0.5516
brca_tcga	TCGA-A2-A0D2-01	-0.3204
brca_tcga	TCGA-A2-A0EM-01	-0.1827
brca_tcga	TCGA-A2-A0EO-01	-0.2853
brca_tcga	TCGA-A2-A0EQ-01	1.1649
brca_tcga	TCGA-A2-A0ER-01	-0.5056
brca_tcga	TCGA-A2-A0ET-01	-0.4142
brca_tcga	TCGA-A2-A0EV-01	-0.0158
brca_tcga	TCGA-A2-A0EX-01	-0.477
brca_tcga	TCGA-A2-A0EY-01	-0.2849
brca_tcga	TCGA-A8-A06Q-01	-0.4802
brca_tcga	TCGA-A8-A07E-01	-0.3243
brca_tcga	TCGA-A8-A07G-01	-0.4131
brca_tcga	TCGA-A8-A07R-01	-0.2296
brca_tcga	TCGA-A8-A07U-01	5.1734
brca_tcga	TCGA-A8-A08R-01	1.2363
brca_tcga	TCGA-A8-A08S-01	-0.0704
brca_tcga	TCGA-A8-A097-01	-0.1686
brca_tcga	TCGA-A8-A09I-01	0.7456
brca_tcga	TCGA-A8-A09V-01	-0.4394
brca_tcga	TCGA-A8-A0A2-01	-0.2565
brca_tcga	TCGA-A8-A0AB-01	-0.6598
brca_tcga	TCGA-AN-A041-01	-0.2871
brca_tcga	TCGA-AN-A046-01	0.7524
brca_tcga	TCGA-AN-A04A-01	-0.4602
brca_tcga	TCGA-AN-A04C-01	-0.6093
brca_tcga	TCGA-AN-A04D-01	-0.5757
brca_tcga	TCGA-AN-A0AM-01	0.1894
brca_tcga	TCGA-AN-A0AT-01	-0.1675
brca_tcga	TCGA-AN-A0FD-01	-0.0978
brca_tcga	TCGA-AN-A0FF-01	-0.393
brca_tcga	TCGA-AN-A0FK-01	-0.5573
brca_tcga	TCGA-AN-A0FL-01	-0.5942
brca_tcga	TCGA-AN-A0FN-01	0.2831
brca_tcga	TCGA-AN-A0FS-01	-0.0467
brca_tcga	TCGA-AN-A0FT-01	-0.5327
brca_tcga	TCGA-AN-A0FW-01	-0.5793
brca_tcga	TCGA-AN-A0FX-01	-0.4467
brca_tcga	TCGA-AN-A0FY-01	-0.407
brca_tcga	TCGA-AN-A0FZ-01	-0.6498
brca_tcga	TCGA-AO-A03R-01	-0.0486
brca_tcga	TCGA-AO-A03T-01	-0.4173
brca_tcga	TCGA-AO-A0J2-01	1.9346
brca_tcga	TCGA-AO-A0J3-01	-0.5171
brca_tcga	TCGA-AO-A0J4-01	0.6683
brca_tcga	TCGA-AO-A0J5-01	-0.5066
brca_tcga	TCGA-AO-A0J6-01	0.5335
brca_tcga	TCGA-AO-A0J7-01	-0.5701
brca_tcga	TCGA-AO-A0J8-01	-0.102
brca_tcga	TCGA-AO-A0J9-01	-0.4748
brca_tcga	TCGA-AQ-A04J-01	-0.3118
brca_tcga	TCGA-B6-A0I2-01	0.0323
brca_tcga	TCGA-B6-A0I5-01	-0.5969
brca_tcga	TCGA-B6-A0I9-01	-0.1804
brca_tcga	TCGA-B6-A0IA-01	-0.2082
brca_tcga	TCGA-B6-A0IB-01	-0.5058
brca_tcga	TCGA-B6-A0IC-01	-0.6003
brca_tcga	TCGA-B6-A0IE-01	-0.6136
brca_tcga	TCGA-B6-A0IG-01	-0.515
brca_tcga	TCGA-B6-A0IJ-01	0.2447
brca_tcga	TCGA-B6-A0IM-01	-0.4077
brca_tcga	TCGA-B6-A0IN-01	-0.4402
brca_tcga	TCGA-B6-A0IO-01	-0.5942
brca_tcga	TCGA-B6-A0IP-01	-0.3205
brca_tcga	TCGA-B6-A0IQ-01	-0.4035
brca_tcga	TCGA-BH-A0BD-01	0.2327
brca_tcga	TCGA-BH-A0E6-01	-0.5727
brca_tcga	TCGA-BH-A0E7-01	0.1092
brca_tcga	TCGA-BH-A0EB-01	-0.1634
brca_tcga	TCGA-BH-A0EE-01	0.6925
brca_tcga	TCGA-BH-A0HO-01	-0.3048
brca_tcga	TCGA-BH-A0HQ-01	-0.2974
brca_tcga	TCGA-BH-A0HU-01	-0.4768
brca_tcga	TCGA-BH-A0HW-01	-0.5275
brca_tcga	TCGA-A2-A0CT-01	-0.4509
brca_tcga	TCGA-A2-A0EU-01	-0.1136
brca_tcga	TCGA-A7-A0D9-01	-0.5517
brca_tcga	TCGA-A8-A08O-01	0.0038
brca_tcga	TCGA-A8-A0A6-01	0.7673
brca_tcga	TCGA-A8-A0AD-01	-0.3753
brca_tcga	TCGA-AO-A03L-01	-0.1327
brca_tcga	TCGA-AO-A0JA-01	-0.2993
brca_tcga	TCGA-AO-A0JB-01	-0.6343
brca_tcga	TCGA-AO-A0JC-01	0.7624
brca_tcga	TCGA-AO-A0JD-01	-0.1201
brca_tcga	TCGA-AO-A0JE-01	1.221
brca_tcga	TCGA-AO-A0JF-01	-0.3303
brca_tcga	TCGA-AO-A0JI-01	0.184
brca_tcga	TCGA-AO-A0JJ-01	0.0252
brca_tcga	TCGA-AO-A0JL-01	-0.5881
brca_tcga	TCGA-AO-A0JM-01	-0.3659
brca_tcga	TCGA-B6-A0IK-01	-0.3955
brca_tcga	TCGA-B6-A0RE-01	-0.4282
brca_tcga	TCGA-B6-A0RG-01	-0.4968
brca_tcga	TCGA-B6-A0RI-01	1.2158
brca_tcga	TCGA-BH-A0AW-01	0.2901
brca_tcga	TCGA-BH-A0B3-01	1.1595
brca_tcga	TCGA-BH-A0B9-01	-0.1023
brca_tcga	TCGA-BH-A0BA-01	-0.3034
brca_tcga	TCGA-BH-A0BJ-01	-0.4315
brca_tcga	TCGA-BH-A0BM-01	-0.4198
brca_tcga	TCGA-BH-A0C0-01	1.7367
brca_tcga	TCGA-BH-A0DK-01	0.0502
brca_tcga	TCGA-BH-A0DP-01	-0.1323
brca_tcga	TCGA-BH-A0DS-01	-0.5385
brca_tcga	TCGA-BH-A0E0-01	-0.3793
brca_tcga	TCGA-BH-A0E1-01	-0.5826
brca_tcga	TCGA-BH-A0E2-01	-0.188
brca_tcga	TCGA-BH-A0GY-01	0.1675
brca_tcga	TCGA-BH-A0GZ-01	-0.4977
brca_tcga	TCGA-BH-A0H0-01	-0.491
brca_tcga	TCGA-BH-A0H6-01	-0.0668
brca_tcga	TCGA-BH-A0H7-01	-0.4466
brca_tcga	TCGA-BH-A0H9-01	-0.6427
brca_tcga	TCGA-BH-A0HB-01	-0.1597
brca_tcga	TCGA-BH-A0HK-01	-0.2523
brca_tcga	TCGA-BH-A0HX-01	-0.3169
brca_tcga	TCGA-BH-A0HY-01	-0.5589
brca_tcga	TCGA-A1-A0SE-01	-0.3966
brca_tcga	TCGA-A1-A0SH-01	-0.4374
brca_tcga	TCGA-A1-A0SJ-01	-0.4733
brca_tcga	TCGA-A1-A0SK-01	-0.6186
brca_tcga	TCGA-A1-A0SM-01	-0.3545
brca_tcga	TCGA-A1-A0SP-01	-0.2861
brca_tcga	TCGA-A2-A0EN-01	0.4402
brca_tcga	TCGA-A2-A0ST-01	2.7563
brca_tcga	TCGA-A2-A0SU-01	-0.5637
brca_tcga	TCGA-A2-A0SV-01	-0.2405
brca_tcga	TCGA-A2-A0SW-01	0.0974
brca_tcga	TCGA-A2-A0SX-01	0.9323
brca_tcga	TCGA-A2-A0SY-01	-0.2297
brca_tcga	TCGA-A2-A0T0-01	-0.4471
brca_tcga	TCGA-A2-A0T1-01	0.7689
brca_tcga	TCGA-A2-A0T2-01	-0.5782
brca_tcga	TCGA-A2-A0T4-01	-0.2534
brca_tcga	TCGA-A2-A0T5-01	-0.3958
brca_tcga	TCGA-A2-A0T6-01	0.1563
brca_tcga	TCGA-A2-A0T7-01	-0.2779
brca_tcga	TCGA-A8-A075-01	0.3989
brca_tcga	TCGA-AR-A0TX-01	1.2157
brca_tcga	TCGA-B6-A0RN-01	-0.3579
brca_tcga	TCGA-B6-A0RO-01	-0.6737
brca_tcga	TCGA-B6-A0RP-01	-0.3342
brca_tcga	TCGA-B6-A0RT-01	1.816
brca_tcga	TCGA-B6-A0RU-01	-0.5788
brca_tcga	TCGA-B6-A0RV-01	0.0075
brca_tcga	TCGA-BH-A0BC-01	-0.3109
brca_tcga	TCGA-BH-A0DH-01	0.0899
brca_tcga	TCGA-BH-A0DQ-01	-0.5002
brca_tcga	TCGA-BH-A0HI-01	-0.2782
brca_tcga	TCGA-BH-A0HP-01	-0.0856
brca_tcga	TCGA-BH-A0RX-01	0.0141
brca_tcga	TCGA-A2-A04R-01	-0.4599
brca_tcga	TCGA-A2-A0YC-01	-0.1495
brca_tcga	TCGA-A2-A0YD-01	1.1444
brca_tcga	TCGA-A2-A0YE-01	-0.4619
brca_tcga	TCGA-A2-A0YF-01	-0.3055
brca_tcga	TCGA-A2-A0YG-01	-0.4185
brca_tcga	TCGA-A2-A0YH-01	0.8058
brca_tcga	TCGA-A2-A0YJ-01	-0.2306
brca_tcga	TCGA-A2-A0YK-01	0.5697
brca_tcga	TCGA-A2-A0YL-01	0.2757
brca_tcga	TCGA-A2-A0YM-01	0.147
brca_tcga	TCGA-A2-A0YT-01	-0.3575
brca_tcga	TCGA-AN-A0XN-01	0.183
brca_tcga	TCGA-AN-A0XO-01	-0.3882
brca_tcga	TCGA-AN-A0XP-01	0.5482
brca_tcga	TCGA-AN-A0XR-01	0.5748
brca_tcga	TCGA-AN-A0XS-01	-0.2513
brca_tcga	TCGA-AN-A0XT-01	-0.4432
brca_tcga	TCGA-AN-A0XU-01	0.216
brca_tcga	TCGA-AN-A0XV-01	-0.2742
brca_tcga	TCGA-AN-A0XW-01	0.6586
brca_tcga	TCGA-AR-A0U0-01	4.3012
brca_tcga	TCGA-AR-A0U2-01	-0.3339
brca_tcga	TCGA-AR-A0U3-01	-0.3137
brca_tcga	TCGA-B6-A0WT-01	-0.1732
brca_tcga	TCGA-B6-A0WV-01	-0.4422
brca_tcga	TCGA-B6-A0WW-01	-0.3276
brca_tcga	TCGA-B6-A0WX-01	-0.4571
brca_tcga	TCGA-B6-A0WY-01	-0.1232
brca_tcga	TCGA-B6-A0WZ-01	-0.4291
brca_tcga	TCGA-B6-A0X1-01	0.6709
brca_tcga	TCGA-B6-A0X4-01	-0.3765
brca_tcga	TCGA-B6-A0X5-01	0.3795
brca_tcga	TCGA-BH-A0W3-01	-0.4293
brca_tcga	TCGA-BH-A0W4-01	-0.329
brca_tcga	TCGA-BH-A0W5-01	0.6693
brca_tcga	TCGA-BH-A0WA-01	-0.0181
brca_tcga	TCGA-A2-A0YI-01	-0.1047
brca_tcga	TCGA-AN-A0XL-01	-0.2836
brca_tcga	TCGA-AO-A03M-01	0.8661
brca_tcga	TCGA-AO-A03N-01	-0.6393
brca_tcga	TCGA-AO-A03U-01	0.197
brca_tcga	TCGA-AO-A124-01	-0.3307
brca_tcga	TCGA-AO-A125-01	-0.6037
brca_tcga	TCGA-AO-A126-01	-0.6676
brca_tcga	TCGA-AO-A128-01	14.252
brca_tcga	TCGA-AO-A129-01	0.1268
brca_tcga	TCGA-AO-A12B-01	-0.4118
brca_tcga	TCGA-AO-A12E-01	-0.1129
brca_tcga	TCGA-AO-A12G-01	-0.3327
brca_tcga	TCGA-AQ-A04H-01	-0.5228
brca_tcga	TCGA-AQ-A04L-01	-0.3561
brca_tcga	TCGA-B6-A0X7-01	-0.4942
brca_tcga	TCGA-E2-A105-01	-0.583
brca_tcga	TCGA-E2-A107-01	-0.5937
brca_tcga	TCGA-E2-A108-01	1.4034
brca_tcga	TCGA-E2-A109-01	-0.3364
brca_tcga	TCGA-E2-A10B-01	-0.1683
brca_tcga	TCGA-E2-A10C-01	-0.4685
brca_tcga	TCGA-E2-A10E-01	-0.1019
brca_tcga	TCGA-E2-A10F-01	0.9197
brca_tcga	TCGA-A1-A0SD-01	-0.1183
brca_tcga	TCGA-A2-A04N-01	-0.4636
brca_tcga	TCGA-A2-A04U-01	-0.6373
brca_tcga	TCGA-A2-A04W-01	-0.5423
brca_tcga	TCGA-A2-A0CL-01	1.946
brca_tcga	TCGA-A2-A0CS-01	-0.5247
brca_tcga	TCGA-A2-A0CV-01	-0.1953
brca_tcga	TCGA-A2-A0CW-01	0.0158
brca_tcga	TCGA-A2-A0D3-01	-0.1744
brca_tcga	TCGA-A2-A0ES-01	-0.2867
brca_tcga	TCGA-A2-A0EW-01	-0.0169
brca_tcga	TCGA-A2-A0T3-01	-0.4584
brca_tcga	TCGA-A7-A0DA-01	-0.3772
brca_tcga	TCGA-AO-A03V-01	-0.55
brca_tcga	TCGA-AO-A12A-01	0.2289
brca_tcga	TCGA-AO-A12D-01	0.5438
brca_tcga	TCGA-AO-A12F-01	-0.4376
brca_tcga	TCGA-AO-A12H-01	-0.6295
brca_tcga	TCGA-AR-A0TS-01	-0.0399
brca_tcga	TCGA-AR-A0TY-01	-0.4648
brca_tcga	TCGA-B6-A0IH-01	-0.1815
brca_tcga	TCGA-B6-A0RH-01	-0.221
brca_tcga	TCGA-B6-A0RQ-01	-0.4141
brca_tcga	TCGA-B6-A0WS-01	0.1078
brca_tcga	TCGA-B6-A0X0-01	-0.5764
brca_tcga	TCGA-BH-A0AV-01	-0.3185
brca_tcga	TCGA-BH-A0B0-01	0.7155
brca_tcga	TCGA-BH-A0B7-01	-0.2101
brca_tcga	TCGA-BH-A0BG-01	0.9111
brca_tcga	TCGA-BH-A0BL-01	0.8975
brca_tcga	TCGA-BH-A0BP-01	-0.4994
brca_tcga	TCGA-BH-A0BQ-01	-0.3427
brca_tcga	TCGA-BH-A0BR-01	0.071
brca_tcga	TCGA-BH-A0BW-01	2.4915
brca_tcga	TCGA-BH-A0C7-01	-0.1734
brca_tcga	TCGA-BH-A0DE-01	-0.0851
brca_tcga	TCGA-BH-A0DL-01	2.9762
brca_tcga	TCGA-BH-A0DX-01	-0.1981
brca_tcga	TCGA-BH-A0E9-01	0.0508
brca_tcga	TCGA-BH-A0EA-01	-0.3646
brca_tcga	TCGA-BH-A0EI-01	-0.3699
brca_tcga	TCGA-BH-A0H5-01	2.059
brca_tcga	TCGA-BH-A0W7-01	0.1882
brca_tcga	TCGA-C8-A12K-01	1.9133
brca_tcga	TCGA-C8-A12L-01	2.1585
brca_tcga	TCGA-C8-A12M-01	-0.3479
brca_tcga	TCGA-C8-A12N-01	-0.1397
brca_tcga	TCGA-C8-A12O-01	-0.1745
brca_tcga	TCGA-C8-A12P-01	0.8148
brca_tcga	TCGA-C8-A12Q-01	0.1137
brca_tcga	TCGA-C8-A12T-01	-0.2831
brca_tcga	TCGA-C8-A12U-01	-0.2941
brca_tcga	TCGA-C8-A12V-01	4.0988
brca_tcga	TCGA-C8-A12W-01	-0.0266
brca_tcga	TCGA-C8-A12X-01	-0.5078
brca_tcga	TCGA-C8-A12Z-01	-0.5559
brca_tcga	TCGA-C8-A130-01	-0.5872
brca_tcga	TCGA-C8-A131-01	-0.4453
brca_tcga	TCGA-C8-A132-01	0.5573
brca_tcga	TCGA-C8-A134-01	0.2017
brca_tcga	TCGA-C8-A135-01	-0.3767
brca_tcga	TCGA-C8-A137-01	-0.6588
brca_tcga	TCGA-C8-A138-01	0.001
brca_tcga	TCGA-D8-A13Y-01	-0.5599
brca_tcga	TCGA-D8-A13Z-01	0.5804
brca_tcga	TCGA-D8-A140-01	0.216
brca_tcga	TCGA-D8-A141-01	1.3143
brca_tcga	TCGA-D8-A142-01	-0.2145
brca_tcga	TCGA-D8-A143-01	-0.1657
brca_tcga	TCGA-D8-A145-01	-0.2689
brca_tcga	TCGA-D8-A146-01	-0.1815
brca_tcga	TCGA-D8-A147-01	0.0767
brca_tcga	TCGA-E2-A10A-01	-0.1314
brca_tcga	TCGA-E2-A14O-01	-0.4867
brca_tcga	TCGA-E2-A14R-01	0.6444
brca_tcga	TCGA-E2-A14T-01	-0.5646
brca_tcga	TCGA-E2-A14X-01	-0.072
brca_tcga	TCGA-E2-A14Z-01	0.2495
brca_tcga	TCGA-E2-A154-01	-0.629
brca_tcga	TCGA-E2-A159-01	0.9845
brca_tcga	TCGA-E2-A15D-01	-0.5277
brca_tcga	TCGA-E2-A15F-01	-0.0678
brca_tcga	TCGA-E2-A15O-01	-0.3837
brca_tcga	TCGA-E2-A15P-01	-0.1647
brca_tcga	TCGA-E2-A15R-01	-0.4957
brca_tcga	TCGA-E2-A15S-01	-0.545
brca_tcga	TCGA-E2-A15T-01	-0.1682
brca_tcga	TCGA-AR-A1AH-01	-0.5995
brca_tcga	TCGA-BH-A0BO-01	3.4038
brca_tcga	TCGA-BH-A0C1-01	-0.0919
brca_tcga	TCGA-BH-A0DO-01	-0.223
brca_tcga	TCGA-BH-A0DT-01	-0.0789
brca_tcga	TCGA-BH-A18F-01	-0.2555
brca_tcga	TCGA-BH-A18G-01	-0.5724
brca_tcga	TCGA-BH-A18H-01	1.5049
brca_tcga	TCGA-BH-A18I-01	0.9684
brca_tcga	TCGA-BH-A18J-01	-0.3932
brca_tcga	TCGA-BH-A18K-01	-0.5715
brca_tcga	TCGA-BH-A18L-01	-0.4203
brca_tcga	TCGA-BH-A18M-01	-0.0786
brca_tcga	TCGA-BH-A18N-01	-0.5237
brca_tcga	TCGA-BH-A18P-01	0.2023
brca_tcga	TCGA-BH-A18Q-01	0.3608
brca_tcga	TCGA-BH-A18R-01	-0.2214
brca_tcga	TCGA-BH-A18S-01	-0.4969
brca_tcga	TCGA-BH-A18T-01	-0.1474
brca_tcga	TCGA-BH-A18U-01	0.0312
brca_tcga	TCGA-BH-A18V-01	0.4229
brca_tcga	TCGA-C8-A12Y-01	-0.5982
brca_tcga	TCGA-C8-A133-01	-0.6173
brca_tcga	TCGA-E2-A14P-01	-0.3838
brca_tcga	TCGA-E2-A14Q-01	-0.209
brca_tcga	TCGA-E2-A14S-01	-0.3732
brca_tcga	TCGA-E2-A14V-01	-0.4526
brca_tcga	TCGA-E2-A14W-01	-0.6211
brca_tcga	TCGA-E2-A14Y-01	-0.3297
brca_tcga	TCGA-E2-A150-01	0.496
brca_tcga	TCGA-E2-A152-01	-0.2941
brca_tcga	TCGA-E2-A153-01	-0.2636
brca_tcga	TCGA-E2-A155-01	-0.4812
brca_tcga	TCGA-E2-A156-01	-0.1234
brca_tcga	TCGA-E2-A158-01	-0.0609
brca_tcga	TCGA-E2-A15A-01	-0.1167
brca_tcga	TCGA-E2-A15C-01	0.345
brca_tcga	TCGA-E2-A15E-01	-0.4651
brca_tcga	TCGA-E2-A15G-01	-0.315
brca_tcga	TCGA-E2-A15H-01	-0.5549
brca_tcga	TCGA-E2-A15L-01	-0.392
brca_tcga	TCGA-E2-A15M-01	0.2891
brca_tcga	TCGA-A7-A13D-01	-0.5362
brca_tcga	TCGA-A7-A13E-01	-0.5281
brca_tcga	TCGA-A7-A13F-01	-0.5293
brca_tcga	TCGA-AR-A1AI-01	0.964
brca_tcga	TCGA-AR-A1AJ-01	2.6828
brca_tcga	TCGA-AR-A1AK-01	0.6299
brca_tcga	TCGA-AR-A1AL-01	0.1969
brca_tcga	TCGA-AR-A1AN-01	-0.5667
brca_tcga	TCGA-AR-A1AO-01	1.0755
brca_tcga	TCGA-AR-A1AP-01	-0.3071
brca_tcga	TCGA-AR-A1AQ-01	1.0129
brca_tcga	TCGA-AR-A1AS-01	-0.5481
brca_tcga	TCGA-AR-A1AU-01	-0.2813
brca_tcga	TCGA-AR-A1AV-01	-0.569
brca_tcga	TCGA-AR-A1AW-01	4.4757
brca_tcga	TCGA-AR-A1AX-01	0.8719
brca_tcga	TCGA-AR-A1AY-01	-0.299
brca_tcga	TCGA-BH-A0AU-01	-0.2381
brca_tcga	TCGA-BH-A0AZ-01	-0.2717
brca_tcga	TCGA-BH-A0B5-01	0.2441
brca_tcga	TCGA-BH-A0BF-01	1.075
brca_tcga	TCGA-BH-A0BS-01	-0.4917
brca_tcga	TCGA-BH-A0BT-01	-0.0515
brca_tcga	TCGA-BH-A0BZ-01	0.9321
brca_tcga	TCGA-BH-A0C3-01	0.0328
brca_tcga	TCGA-BH-A0DD-01	0.148
brca_tcga	TCGA-BH-A0DG-01	-0.4605
brca_tcga	TCGA-BH-A0DI-01	-0.1056
brca_tcga	TCGA-BH-A0DV-01	-0.3037
brca_tcga	TCGA-BH-A0H3-01	-0.1463
brca_tcga	TCGA-BH-A0HA-01	-0.2354
brca_tcga	TCGA-E2-A15J-01	-0.5566
brca_tcga	TCGA-E2-A15K-01	-0.1841
brca_tcga	TCGA-E2-A1AZ-01	1.2537
brca_tcga	TCGA-E2-A1B0-01	0.2746
brca_tcga	TCGA-E2-A1B1-01	1.3471
brca_tcga	TCGA-E2-A1B4-01	-0.4832
brca_tcga	TCGA-E2-A1B5-01	-0.0797
brca_tcga	TCGA-E2-A1B6-01	-0.0901
brca_tcga	TCGA-E2-A1BC-01	-0.3006
brca_tcga	TCGA-E2-A1BD-01	-0.4879
