STUDY_ID	SAMPLE_ID	JAK1	JAK2	STAT1	STAT3	IRF1	IFNGR1	IFNG
brca_tcga	TCGA-AR-A24L-01	1.3638	-0.635	-0.0378	-0.1436	-0.8503	-0.2695	-0.283
brca_tcga	TCGA-AR-A24M-01	0.8951	0.2209	-0.6382	1.0346	-0.4747	0.0963	-0.349
brca_tcga	TCGA-AR-A24N-01	0.7572	-0.7162	1.2924	2.7835	0.5116	-1.0085	-0.3228
brca_tcga	TCGA-AR-A24O-01	1.1087	0.7668	-0.0838	0.9147	-0.1582	0.7926	-0.2175
brca_tcga	TCGA-AR-A24P-01	0.0973	-0.3573	-0.4518	3.2212	-0.1241	-0.0631	-0.3111
brca_tcga	TCGA-AR-A24Q-01	0.1391	-0.6219	0.3463	0.0381	-0.3152	0.5645	0.0793
brca_tcga	TCGA-AR-A24R-01	-0.6716	-0.7926	1.6578	-1.2162	0.0435	-1.2649	-0.0276
brca_tcga	TCGA-AR-A24S-01	0.7556	0.9396	1.175	0.0624	-0.5468	0.5811	-0.3105
brca_tcga	TCGA-AR-A24T-01	0.4529	0.2067	-0.235	0.2942	-0.3703	-0.3289	-0.3191
brca_tcga	TCGA-AR-A24U-01	0.7457	0.3453	0.5682	-0.5672	-0.0007	1.702	-0.0269
brca_tcga	TCGA-AR-A24V-01	1.1825	-0.4641	1.6066	1.8983	0.0986	0.4749	-0.3468
brca_tcga	TCGA-AR-A24W-01	0.6955	-0.1132	-0.8167	1.2281	0.0677	0.1886	-0.3596
brca_tcga	TCGA-AR-A24X-01	-0.3816	0.7695	-0.6363	1.9914	-0.5969	-0.5109	-0.0511
brca_tcga	TCGA-AR-A24Z-01	3.1058	-0.749	1.5358	1.9475	-0.8396	-0.5149	-0.3404
brca_tcga	TCGA-AR-A250-01	0.1585	-0.3108	0.9466	-1.3863	-0.3043	-0.3968	-0.0245
brca_tcga	TCGA-AR-A251-01	0.967	0.6177	-0.3131	1.3182	-0.4084	0.1815	-0.2348
brca_tcga	TCGA-AR-A252-01	1.7289	2.2205	1.7709	-0.5497	1.0194	0.5693	0.8068
brca_tcga	TCGA-AR-A254-01	-0.4803	0.249	0.8943	0.0783	0.1259	0.4147	0.2124
brca_tcga	TCGA-AR-A255-01	0.3173	-0.2309	1.8598	2.445	-0.1824	-0.3052	-0.1776
brca_tcga	TCGA-AR-A256-01	-0.5449	-0.9547	1.5915	-0.5569	0.0929	-0.6882	-0.3472
brca_tcga	TCGA-BH-A203-01	-0.4379	-0.9271	0.0594	-0.9359	-0.373	0.7533	-0.0143
brca_tcga	TCGA-C8-A278-01	-0.4354	0.5151	1.1659	-1.38	0.3668	1.9725	0.8509
brca_tcga	TCGA-C8-A27A-01	-0.8686	-0.2116	1.3375	-1.5373	-0.7015	-0.9658	-0.3383
brca_tcga	TCGA-C8-A27B-01	0.8381	2.7648	1.0087	-0.341	1.1305	2.4523	1.0068
brca_tcga	TCGA-E9-A1QZ-01	0.69	-0.0034	0.7423	-0.0722	0.4879	0.5195	0.0857
brca_tcga	TCGA-E9-A1RH-01	1.4726	-0.2728	-0.3348	1.546	-0.6836	1.7346	-0.1072
brca_tcga	TCGA-E9-A1RI-01	0.1047	1.8964	-0.2395	1.1149	-0.4109	-0.4971	-0.3327
brca_tcga	TCGA-E9-A243-01	0.3586	2.8456	2.8162	-0.7792	2.1192	1.6395	4.0578
brca_tcga	TCGA-E9-A244-01	-1.3347	-0.1903	-0.6765	-1.6543	-0.9183	0.7765	-0.3049
brca_tcga	TCGA-E9-A247-01	-0.9098	-0.8088	0.3718	-0.4834	-0.8828	-0.8394	-0.3596
brca_tcga	TCGA-E9-A248-01	-0.4038	0.4946	1.3243	0.4842	1.0487	0.7557	1.4164
brca_tcga	TCGA-E9-A249-01	-0.1864	1.8827	-0.2354	1.1056	0.3722	-0.5762	-0.2602
brca_tcga	TCGA-E9-A24A-01	-0.0065	0.4588	0.4301	1.1	-0.2513	0.307	-0.1712
brca_tcga	TCGA-A2-A259-01	0.501	0.1665	-0.3313	0.3738	-0.1055	0.0381	-0.2424
brca_tcga	TCGA-A2-A25A-01	1.2888	1.3088	-0.5017	-0.4931	0.272	1.0086	-0.2932
brca_tcga	TCGA-A2-A25D-01	-0.5919	1.6438	0.8461	-0.4402	0.9717	-0.411	0.2464
brca_tcga	TCGA-BH-A28Q-01	0.5086	0.0781	-0.6997	1.4404	-0.1858	-0.8739	-0.3173
brca_tcga	TCGA-C8-A26V-01	1.9436	-0.3479	1.1942	-0.0564	0.1056	-0.0906	-0.1637
brca_tcga	TCGA-C8-A26W-01	1.4956	1.8307	-0.1731	-1.1568	0.0722	-0.2098	-0.2197
brca_tcga	TCGA-C8-A26X-01	-0.0191	0.4531	0.9274	-0.9111	1.815	3.5005	1.2563
brca_tcga	TCGA-C8-A26Y-01	-0.0713	-0.5315	0.0194	1.904	0.5114	-0.49	-0.2315
brca_tcga	TCGA-C8-A26Z-01	-1.1604	-0.7424	-0.9196	0.1145	-0.8097	-0.9851	-0.3094
brca_tcga	TCGA-C8-A273-01	0.797	-1.0707	-0.4223	-1.9847	-0.378	-1.5011	-0.3105
brca_tcga	TCGA-C8-A274-01	-1.0603	-0.4808	-0.157	0.3527	-0.4086	-0.1904	-0.3364
brca_tcga	TCGA-C8-A275-01	-0.7306	-0.0249	1.0226	-1.0687	0.9476	-0.3935	0.9341
brca_tcga	TCGA-D8-A27E-01	-0.8383	-0.3945	-0.3669	1.282	-0.2294	-0.6238	-0.2993
brca_tcga	TCGA-D8-A27F-01	-0.7866	-0.0872	-0.8257	0.6821	-0.9674	0.2027	-0.3483
brca_tcga	TCGA-D8-A27G-01	1.2666	-0.3414	0.4183	-1.1112	-0.3179	-0.4702	-0.0614
brca_tcga	TCGA-D8-A27H-01	0.2895	-1.0939	-0.0735	-0.9542	-0.7995	-0.6616	-0.3309
brca_tcga	TCGA-D8-A27I-01	0.263	-0.001	-0.6499	-0.1045	-0.1848	0.3499	-0.2864
brca_tcga	TCGA-D8-A27K-01	0.7202	0.2342	-0.3074	2.378	0.0471	0.9902	-0.2096
brca_tcga	TCGA-D8-A27L-01	3.2312	1.443	-0.4465	0.8246	0.0696	0.0366	-0.3256
brca_tcga	TCGA-D8-A27M-01	0.2163	1.854	2.6643	-0.0726	3.9261	-0.2284	0.5558
brca_tcga	TCGA-D8-A27N-01	0.7827	-0.6003	0.2914	-1.1972	-0.145	-0.1921	-0.2903
brca_tcga	TCGA-D8-A27P-01	-0.1811	0.0357	-0.8266	0.3912	-0.5759	-0.1643	-0.3596
brca_tcga	TCGA-D8-A27R-01	-0.9015	-1.0522	-0.4006	-0.7297	-0.4383	-1.0532	-0.2679
brca_tcga	TCGA-D8-A27T-01	0.7978	-0.1809	0.5361	0.5647	0.3271	-0.5816	-0.1652
brca_tcga	TCGA-D8-A27W-01	-0.9362	-0.6826	0.3747	-0.0496	-0.782	-1.1648	-0.3288
brca_tcga	TCGA-E9-A1R0-01	3.2549	0.1232	-0.7216	-0.7226	-0.2476	-0.8176	-0.2122
brca_tcga	TCGA-E9-A245-01	0.7904	-0.3828	-0.5143	1.3162	-0.6123	-0.52	-0.3005
brca_tcga	TCGA-E9-A295-01	-1.2271	0.2416	-0.7174	-1.0111	-0.2967	-0.7511	-0.2585
brca_tcga	TCGA-GI-A2C8-01	-0.1516	-0.2274	-0.5729	-0.4143	0.3559	0.7923	-0.3456
brca_tcga	TCGA-AC-A2B8-01	1.6982	0.2202	0.0179	-0.1219	-0.1142	-0.1225	-0.3068
brca_tcga	TCGA-AC-A2FB-01	1.9776	1.4202	1.1576	1.5212	0.1559	0.9612	-0.1424
brca_tcga	TCGA-AC-A2FF-01	1.69	1.092	-0.4371	-0.592	-0.3268	0.1417	-0.2382
brca_tcga	TCGA-AC-A2FG-01	0.977	2.343	-0.8802	-0.3854	-0.5239	0.2976	-0.327
brca_tcga	TCGA-D8-A27V-01	0.594	2.3232	0.2811	-1.335	0.3158	-0.0205	-0.1137
brca_tcga	TCGA-EW-A2FS-01	-0.4228	-0.3877	-0.583	-1.9901	0.2524	-0.5329	-0.1267
brca_tcga	TCGA-EW-A2FV-01	0.1931	0.0433	2.0128	-1.6884	0.4322	-0.2654	-0.0616
brca_tcga	TCGA-EW-A2FW-01	-1.5833	-1.2231	-0.9721	-1.2559	-0.9851	-1.1937	-0.344
brca_tcga	TCGA-AC-A2FK-01	0.7541	0.4702	-0.71	1.5697	-0.3972	1.8296	-0.2851
brca_tcga	TCGA-AC-A2FO-01	0.4463	0.4156	0.2604	-0.0624	0.1406	0.5353	-0.2297
brca_tcga	TCGA-AR-A2LE-01	0.9703	0.6479	-0.7407	-0.3482	-0.4901	-0.6936	-0.1506
brca_tcga	TCGA-AR-A2LK-01	-0.2318	-0.9132	-0.8839	0.3138	-0.5601	-0.4879	-0.3087
brca_tcga	TCGA-AR-A2LL-01	-0.4746	-0.6528	-0.6884	0.7276	-0.73	-0.4118	-0.3143
brca_tcga	TCGA-AR-A2LM-01	1.1753	0.1647	-0.6157	0.9324	-0.3531	-0.339	-0.2831
brca_tcga	TCGA-E9-A2JS-01	-1.5994	-0.8289	0.2923	-0.868	-0.5432	-1.0848	-0.3596
brca_tcga	TCGA-GM-A2DD-01	-0.6006	0.0827	0.3256	-1.1915	0.5234	0.9213	0.1554
brca_tcga	TCGA-GM-A2DF-01	-1.4603	-0.0656	-0.707	-1.2659	-0.0928	-0.5131	-0.1704
brca_tcga	TCGA-GM-A2DH-01	-0.3055	0.7989	1.7463	-0.9016	0.7385	-0.5018	0.372
brca_tcga	TCGA-GM-A2DK-01	-0.1382	-0.4947	-0.6756	-1.3133	-0.6016	0.4761	-0.3596
brca_tcga	TCGA-GM-A2DM-01	-0.699	-1.2497	-0.6412	1.3835	-0.2682	-0.1971	-0.2948
brca_tcga	TCGA-GM-A2DN-01	-0.5069	0.2147	0.8311	0.7124	2.1477	2.0377	0.2057
brca_tcga	TCGA-AC-A2QH-01	-1.1459	-1.0457	-0.9475	-2.118	-1.1122	-1.2352	-0.2906
brca_tcga	TCGA-AR-A2LH-01	0.1872	0.0964	-0.0045	-0.2719	0.6967	0.5396	-0.3376
brca_tcga	TCGA-AR-A2LN-01	0.4565	0.4757	-0.6719	0.0897	1.012	-0.0339	-0.313
brca_tcga	TCGA-AR-A2LO-01	-0.267	-0.5454	-0.3927	-0.4828	0.3951	-0.2386	-0.123
brca_tcga	TCGA-AR-A2LQ-01	0.6711	0.6231	-0.7944	0.3766	-0.9593	1.8179	-0.3596
brca_tcga	TCGA-AR-A2LR-01	-0.8955	-0.4383	-0.554	-0.3672	-1.0199	-0.8341	-0.3393
brca_tcga	TCGA-B6-A2IU-01	-0.0886	0.6704	-0.8219	-1.0752	0.0232	-1.5478	-0.3295
brca_tcga	TCGA-BH-A2L8-01	0.2304	0.2025	1.4586	-0.2467	2.0714	-0.6199	0.2717
brca_tcga	TCGA-E9-A2JT-01	2.4344	2.5845	1.3386	-0.7493	2.8398	0.5043	2.102
brca_tcga	TCGA-GM-A2D9-01	-1.3811	-0.3934	-0.7105	-0.9513	-0.3437	-0.4215	-0.3596
brca_tcga	TCGA-GM-A2DA-01	-0.637	0.4781	-0.6018	-1.7304	0.3205	-0.3376	1.2318
brca_tcga	TCGA-GM-A2DB-01	-1.3512	-0.7633	-0.6095	-1.6968	2.312	0.048	-0.2347
brca_tcga	TCGA-GM-A2DC-01	-1.6717	-1.323	-0.9408	-1.2021	-0.3933	-1.3764	-0.2909
brca_tcga	TCGA-GM-A2DI-01	3.637	3.0955	1.6416	0.3219	1.8419	0.8563	0.0048
brca_tcga	TCGA-GM-A2DL-01	0.7067	0.7193	-0.6062	-1.4288	0.1785	-0.3515	-0.2609
brca_tcga	TCGA-GM-A2DO-01	-0.0609	1.6931	1.0907	-1.4464	1.8378	1.3087	1.1243
brca_tcga	TCGA-HN-A2NL-01	-1.3853	-1.4222	-0.2859	-1.664	-0.419	-1.2513	-0.1171
brca_tcga	TCGA-AC-A2FE-01	-0.6972	-0.1597	0.504	-0.1446	1.4851	0.4578	0.4697
brca_tcga	TCGA-AC-A2FM-01	-0.9409	0.4212	-0.8776	-1.0596	-0.499	-0.9376	-0.3316
brca_tcga	TCGA-AC-A2QI-01	0.0896	-0.576	-0.5321	1.2514	0.1222	-0.1929	-0.2532
brca_tcga	TCGA-AC-A2QJ-01	-1.4372	-1.5978	-1.0251	-1.7723	-0.0859	-0.5879	-0.335
brca_tcga	TCGA-AC-A3BB-01	-0.6533	-0.0358	-0.3419	-0.3021	0.7286	-0.4616	-0.2383
brca_tcga	TCGA-AR-A2LJ-01	-1.0277	-0.7898	-0.6703	-0.7348	0.2615	-0.2985	-0.1286
brca_tcga	TCGA-BH-A0B6-01	-0.6528	1.1795	3.9332	-0.7599	4.115	0.0994	1.072
brca_tcga	TCGA-E2-A1LE-01	-0.3772	-0.7906	-0.4745	-1.664	-0.3877	0.1727	0.1014
brca_tcga	TCGA-E2-A2P5-01	-1.7756	-1.0595	-0.7769	-1.4381	0.3402	-0.9882	-0.2819
brca_tcga	TCGA-E2-A2P6-01	-1.4567	-0.9091	-0.8935	-1.4814	-0.1863	-0.8558	-0.2863
brca_tcga	TCGA-A2-A3KC-01	-0.4503	-0.4169	-0.6757	-0.2405	-0.6933	-0.3219	-0.3447
brca_tcga	TCGA-A2-A3KD-01	0.6668	-0.5032	-0.7667	1.171	-0.7327	-0.5193	-0.1485
brca_tcga	TCGA-A7-A3IZ-01	-1.3519	-1.2303	-0.736	-0.7201	-1.1339	-1.1794	-0.3596
brca_tcga	TCGA-A7-A3J0-01	1.2328	3.3949	-0.4041	3.4608	-0.2986	-0.9705	0.2567
brca_tcga	TCGA-A7-A3J1-01	-0.5645	0.4924	1.0453	0.1682	0.466	-0.6357	-0.2075
brca_tcga	TCGA-AC-A23G-01	0.339	-0.5735	-0.7688	0.5689	0.0699	-0.2357	-0.2987
brca_tcga	TCGA-AC-A3HN-01	0.0548	-0.2228	-0.4106	0.0618	0.5145	-0.1834	-0.1721
brca_tcga	TCGA-C8-A3M8-01	-0.426	-1.3216	-0.9199	-0.8949	-0.769	-0.9883	-0.3261
brca_tcga	TCGA-E2-A3DX-01	0.815	1.0499	-0.4214	0.8524	-0.0558	1.3687	-0.279
brca_tcga	TCGA-E9-A3HO-01	-1.0135	-0.6929	-0.3376	-1.3449	-0.1162	-1.1742	-0.0078
brca_tcga	TCGA-A7-A2KD-01	-0.2122	-0.2888	0.1717	3.6744	-0.1888	1.0536	-0.1584
brca_tcga	TCGA-A7-A3IY-01	0.1239	-0.4652	-0.4379	-0.1687	-0.2223	1.0209	-0.3157
brca_tcga	TCGA-AC-A2BK-01	-1.3703	1.4053	-0.7993	-1.729	-1.1002	-1.5998	-0.2257
brca_tcga	TCGA-AC-A2BM-01	-1.2649	-0.2088	0.8965	-1.4253	-0.7251	-1.3914	-0.2874
brca_tcga	TCGA-AC-A3OD-01	-0.5058	-0.1193	0.7687	-0.3019	0.0472	0.2043	-0.1334
brca_tcga	TCGA-B6-A0I1-01	-1.6823	-1.545	-0.7368	7.1261	-0.7774	-1.0999	-0.3461
brca_tcga	TCGA-C8-A3M7-01	-0.3626	0.573	-0.8076	-1.3909	-0.5283	1.0079	-0.3459
brca_tcga	TCGA-E9-A3Q9-01	-0.0392	-0.0577	-0.6917	-0.2492	-0.3364	-0.0248	-0.2778
brca_tcga	TCGA-EW-A1PC-01	-1.4253	-0.5872	1.1347	0.4561	-0.3038	-0.765	-0.3596
brca_tcga	TCGA-EW-A2FR-01	-0.2703	-0.6464	-0.4318	-1.0643	-0.4592	-0.384	-0.234
brca_tcga	TCGA-GI-A2C9-01	-0.5411	0.0532	0.0811	-0.8404	-0.7198	0.7873	-0.3177
brca_tcga	TCGA-GM-A3NY-01	-0.8691	-0.5083	-0.9051	-0.2465	-0.2804	-0.7313	-0.3015
brca_tcga	TCGA-A2-A0CK-01	-0.7645	-0.9156	-0.8923	-0.4692	0.2523	-0.7819	-0.1904
brca_tcga	TCGA-A2-A0CO-01	-0.1994	-0.1527	-0.1838	0.8283	1.337	-0.03	-0.2371
brca_tcga	TCGA-A2-A0CR-01	-0.4798	-0.7313	-0.1174	-1.2598	4.2842	-0.3446	0.3499
brca_tcga	TCGA-A7-A13H-01	-0.3542	-0.1296	-0.2669	-0.3298	0.4246	0.2132	-0.0399
brca_tcga	TCGA-A7-A3RF-01	-1.0308	-1.3579	-0.5982	-1.1278	-0.807	-1.4303	-0.3454
brca_tcga	TCGA-AC-A3EH-01	-1.2549	-0.95	-0.7936	1.5212	-0.5549	-0.6602	-0.3162
brca_tcga	TCGA-AC-A3TM-01	-0.9283	-1.3524	-0.9543	-1.3068	0.0857	-1.4854	-0.2836
brca_tcga	TCGA-AC-A3TN-01	-1.75	-1.34	-1.001	-0.6168	-0.088	-0.8631	-0.3439
brca_tcga	TCGA-AC-A3W5-01	-0.5536	-0.2112	-0.2568	-1.1943	0.5895	0.0833	0.0366
brca_tcga	TCGA-AC-A3W6-01	-0.8848	-0.5489	-0.418	-0.8563	0.8772	-0.0611	-0.1142
brca_tcga	TCGA-AC-A3W7-01	-0.8185	-0.2183	-0.8339	-0.8788	0.1823	-0.6201	-0.3596
brca_tcga	TCGA-AR-A1AM-01	-0.3198	-0.6292	-0.579	0.1992	-0.2532	-0.3987	-0.2412
brca_tcga	TCGA-BH-A28O-01	-0.2246	-0.497	-0.8657	-0.1903	-0.5764	1.2647	-0.3288
brca_tcga	TCGA-E2-A14U-01	-0.6842	0.6814	-0.933	-0.33	-0.798	-0.0362	-0.3335
brca_tcga	TCGA-E9-A3QA-01	-0.1133	1.1559	0.937	-0.3034	4.0393	2.0446	0.7892
brca_tcga	TCGA-EW-A3U0-01	-1.0869	0.4046	0.6055	0.3716	1.8006	-0.0736	1.4329
brca_tcga	TCGA-GM-A3NW-01	-1.5863	-0.5752	-0.4212	-0.4392	-0.5612	-0.3482	-0.3441
brca_tcga	TCGA-A2-A0EP-01	0.0757	0.9141	-0.4041	-0.8781	0.8496	1.4402	0.0995
brca_tcga	TCGA-A2-A3XS-01	-0.7042	-1.0269	-0.8212	-0.7017	-0.7352	-0.5259	-0.2634
brca_tcga	TCGA-A2-A3XT-01	-0.561	0.1937	-0.3751	-1.5656	0.5834	-0.0451	-0.1223
brca_tcga	TCGA-A2-A3XU-01	-1.3527	-1.755	-1.0707	-1.3728	-0.3923	-0.4286	-0.3596
brca_tcga	TCGA-AC-A3QP-01	-1.175	-0.8298	-0.9278	-0.519	-0.6863	1.3021	-0.2636
brca_tcga	TCGA-AC-A3YJ-01	-1.6284	-0.9478	-0.9199	-1.6364	-0.3543	-0.6447	-0.239
brca_tcga	TCGA-E9-A3X8-01	-1.3614	-0.4924	-0.7567	-1.8009	1.366	-1.09	0.1316
brca_tcga	TCGA-GM-A3XL-01	-1.5133	-0.8394	1.6442	-0.1138	2.433	1.1273	0.8
brca_tcga	TCGA-GM-A3XN-01	-0.0611	-0.2666	-0.567	-0.1178	0.1483	0.1006	-0.315
brca_tcga	TCGA-JL-A3YX-01	-1.2623	-0.7829	-1.0402	0.0907	-0.4268	-1.0115	-0.3596
brca_tcga	TCGA-A2-A3XV-01	-1.9683	-1.7017	-1.0078	-0.6025	-0.9653	1.3924	-0.2695
brca_tcga	TCGA-A2-A3XW-01	-1.1794	-1.3195	-0.4506	-0.7229	0.2098	-0.3329	-0.3596
brca_tcga	TCGA-A2-A3XX-01	-1.1806	-1.1285	-0.7029	-0.9451	-0.5224	-0.2339	-0.2591
brca_tcga	TCGA-A2-A3XY-01	-1.0657	-0.3825	0.448	-0.5895	0.1188	-0.0714	-0.2714
brca_tcga	TCGA-A2-A3XZ-01	-0.8009	-0.7786	-0.2775	-1.0261	0.6777	0.0066	0.3186
brca_tcga	TCGA-A2-A3Y0-01	-1.3405	-0.6361	0.4636	-0.6946	2.4395	0.8104	2.1568
brca_tcga	TCGA-AC-A3YI-01	0.1346	-0.4018	-0.8022	1.8161	0.8968	1.4502	-0.2763
brca_tcga	TCGA-B6-A3ZX-01	-0.0239	0.2788	-0.5822	-0.4431	0.7009	0.174	0.1931
brca_tcga	TCGA-B6-A400-01	-1.4239	-0.7483	-0.2851	-0.961	-0.302	-1.0931	-0.3351
brca_tcga	TCGA-B6-A401-01	-0.0109	-0.3581	-0.7972	0.2854	-0.1371	-0.6051	-0.3023
brca_tcga	TCGA-B6-A402-01	-1.9312	-1.5327	-0.8197	-1.0889	-0.8665	-0.7281	-0.3596
brca_tcga	TCGA-B6-A40B-01	-0.9019	-0.9699	-1.0139	0.4805	1.5057	0.2684	-0.3328
brca_tcga	TCGA-B6-A40C-01	-0.6767	-1.0973	-0.7848	-0.81	-0.3169	-1.0026	-0.2677
brca_tcga	TCGA-D8-A3Z6-01	-1.123	-0.2347	-0.6081	0.5386	-0.5444	-0.33	-0.3459
brca_tcga	TCGA-JL-A3YW-01	-0.8443	-0.6226	0.629	-0.2084	1.9055	1.2585	0.636
brca_tcga	TCGA-A7-A425-01	-1.2026	-1.0704	-1.0117	-0.66	-0.4159	0.5068	-0.3596
brca_tcga	TCGA-A7-A426-01	-0.2609	-0.381	-0.8636	-1.3288	-0.5717	-0.0398	-0.3364
brca_tcga	TCGA-B6-A408-01	-1.3842	-0.9894	0.4452	-0.9517	0.6628	-0.4495	-0.154
brca_tcga	TCGA-B6-A409-01	-0.8354	-1.1126	-0.9166	-1.7339	-0.2885	0.1395	-0.333
brca_tcga	TCGA-BH-A42T-01	-1.7662	-1.505	-0.8844	-0.0793	-0.3274	-0.6555	-0.2795
brca_tcga	TCGA-BH-A42U-01	-1.0183	-0.8443	-0.7952	-0.7784	0.7848	0.4334	0.063
brca_tcga	TCGA-BH-A42V-01	-0.2107	0.0775	-0.9017	-0.8481	-0.6059	-0.1009	0.0427
brca_tcga	TCGA-D8-A3Z5-01	-1.0266	-1.0635	-1.0361	-0.3733	-0.0501	-0.8417	-0.1888
brca_tcga	TCGA-EW-A3E8-01	-1.0224	0.045	0.5402	-0.5932	1.5207	-0.7404	0.1018
brca_tcga	TCGA-EW-A423-01	-1.5532	-1.1959	-0.8939	-1.7104	0.4796	-0.2648	-0.1807
brca_tcga	TCGA-GM-A3XG-01	-0.8149	-0.6378	-0.9957	-0.6816	-0.9411	0.4193	-0.3596
brca_tcga	TCGA-LL-A440-01	-0.1401	0.0577	-0.8646	0.2021	-0.1014	1.0664	-0.3456
brca_tcga	TCGA-LL-A441-01	-0.2318	-0.0581	-0.0176	-0.8374	0.3334	3.3146	-0.1091
brca_tcga	TCGA-A2-A4RW-01	-0.4725	-0.0674	-0.5773	1.2375	-0.6243	-0.231	-0.0554
brca_tcga	TCGA-A2-A4RX-01	-0.3663	-0.2338	-0.5705	1.6757	-0.4106	0.1789	-0.2804
brca_tcga	TCGA-A2-A4RY-01	-0.1846	0.5025	-0.8119	0.2819	-0.1181	-0.0725	-0.2359
brca_tcga	TCGA-A2-A4S0-01	-0.235	-0.9739	-0.8064	0.6838	-0.8217	-0.9457	-0.3378
brca_tcga	TCGA-A2-A4S1-01	-0.9275	-0.9493	-0.6625	-1.8386	0.0108	0.1881	-0.1102
brca_tcga	TCGA-A2-A4S2-01	-1.4136	1.5504	2.2829	0.227	0.9691	-0.5357	-0.2771
brca_tcga	TCGA-A2-A4S3-01	-1.3757	-0.8625	0.8997	-0.725	0.0843	-1.0809	0.0684
brca_tcga	TCGA-A7-A4SA-01	-0.0318	-0.4377	0.237	-0.8119	0.918	0.2627	-0.0824
brca_tcga	TCGA-A7-A4SB-01	-0.6503	-0.8821	-0.8826	-0.7304	-0.7607	-1.1326	-0.3596
brca_tcga	TCGA-A7-A4SD-01	-0.6311	0.3056	1.862	3.5949	1.7554	1.3891	0.2446
brca_tcga	TCGA-A7-A4SE-01	-0.1765	-0.9937	0.6088	-1.377	-0.3907	-0.3983	-0.3596
brca_tcga	TCGA-A7-A4SF-01	-1.4534	-0.7322	-0.6838	-1.9795	-0.4277	-1.0901	-0.3596
brca_tcga	TCGA-AQ-A54N-01	-1.5193	-1.5251	-0.7897	-2.0212	-0.5055	-1.5425	-0.3024
brca_tcga	TCGA-AQ-A54O-01	-1.8726	-0.3523	-0.9613	-1.8641	-0.067	-1.3823	-0.3596
brca_tcga	TCGA-D8-A4Z1-01	-0.1725	-0.0766	-0.755	-0.0547	-0.3875	-0.0509	-0.2736
brca_tcga	TCGA-E9-A54X-01	-1.0753	-1.4395	-0.8795	-0.8341	-0.5064	-1.1763	-0.3596
brca_tcga	TCGA-E9-A54Y-01	-2.2533	-1.682	-1.1545	-2.1865	-1.003	-1.6682	-0.3348
brca_tcga	TCGA-GM-A4E0-01	-0.0637	0.3582	-0.8419	-0.7004	-0.266	3.042	0.1017
brca_tcga	TCGA-LL-A50Y-01	-1.7222	-1.3382	-0.9495	-1.1104	-0.247	-0.4224	-0.3596
brca_tcga	TCGA-LQ-A4E4-01	-1.1187	-0.193	-0.9595	-2.0218	-0.836	-0.7566	-0.3178
brca_tcga	TCGA-MS-A51U-01	-0.216	0.2735	-0.0713	0.2073	0.2519	-0.6544	-0.2067
brca_tcga	TCGA-A7-A56D-01	-1.7603	-1.6411	0.1361	-2.1826	0.1309	-1.2972	-0.1919
brca_tcga	TCGA-AR-A5QM-01	-0.6204	-0.1061	-0.4329	-0.2228	0.9988	-0.2108	-0.2477
brca_tcga	TCGA-BH-A5IZ-01	-0.9287	-0.6309	-1.0007	-1.5803	-0.3301	-0.7499	-0.3247
brca_tcga	TCGA-BH-A5J0-01	-1.4211	-0.7317	-0.1715	-1.718	0.5558	-0.1747	0.242
brca_tcga	TCGA-E9-A5FK-01	-0.9276	-0.4881	0.5917	-1.1393	2.977	-0.0958	0.3446
brca_tcga	TCGA-E9-A5FL-01	-1.376	-1.3064	-0.8063	-1.7821	-0.2507	0.1188	-0.3596
brca_tcga	TCGA-HN-A2OB-01	0.2135	0.2003	-0.917	-0.2733	-0.7526	-0.0507	-0.3408
brca_tcga	TCGA-OK-A5Q2-01	-0.7069	-0.4353	-0.6583	-0.252	-0.5269	0.3486	-0.2959
brca_tcga	TCGA-OL-A5D6-01	-0.9408	-0.995	-0.8576	-1.0606	-0.9536	1.9592	-0.3381
brca_tcga	TCGA-OL-A5D7-01	-1.5425	-1.2188	0.014	0.5111	1.5723	-1.3468	0.741
brca_tcga	TCGA-OL-A5D8-01	-1.3113	-0.689	0.7985	0.2501	-0.0044	-1.4134	-0.2903
brca_tcga	TCGA-OL-A5DA-01	-0.6523	-0.5516	-0.1691	-0.2612	0.0945	-1.1946	-0.0292
brca_tcga	TCGA-PE-A5DC-01	-0.535	-1.1812	-0.3952	-1.5273	-0.2595	-1.2707	-0.3237
brca_tcga	TCGA-PE-A5DD-01	-1.3058	-0.5549	-0.7305	-1.4029	0.1344	-0.7359	-0.2763
brca_tcga	TCGA-PE-A5DE-01	0.009	1.3211	1.4246	-0.603	3.4732	-0.3025	0.9796
brca_tcga	TCGA-A7-A5ZV-01	0.5991	-0.862	-0.6693	-1.318	-0.7144	-0.4484	-0.3596
brca_tcga	TCGA-AC-A5EH-01	-0.4375	-1.2833	-0.4138	-0.938	-0.2633	0.3609	-0.3251
brca_tcga	TCGA-AC-A5XU-01	-0.9732	-1.3194	-0.759	-1.2593	-0.4998	-0.9917	-0.3596
brca_tcga	TCGA-AR-A5QN-01	-1.2381	-0.6045	0.3298	1.3936	0.0077	0.7292	-0.3596
brca_tcga	TCGA-AR-A5QP-01	-0.685	-0.8644	-0.8278	-0.2641	-0.3318	-0.1991	-0.1749
brca_tcga	TCGA-AR-A5QQ-01	-0.7579	-0.4212	0.5722	-0.9791	2.0919	0.279	0.1813
